Index,Sentences,Sentiment
681,အေးချမ်း သာယာ ပြီး ခေတ်မီ ဖွံ့ဖြိုးတိုးတက် တဲ့ ဒီမိုကရေစီ ဖက်ဒရယ် ပြည်ထောင်စု အဖြစ် တည်ဆောက် ရာမှာ တိုင်းရင်းသားအားလုံး တန်းတူရည်တူ ပါဝင် ဖော်ဆောင်နိုင် ရေး ဟာ အထူး အရေးကြီး လှ ပါတယ်။,Positive
682,ပြည်ထောင်စု ရဲ့ နိုင်ငံရေး ပြဿနာ များ ကို ငြိမ်းချမ်းစွာ ဆွေးနွေး ညှိနှိုင်းမှုတွေ က တစ်ဆင့် အဖြေရှာ နိုင်မယ် ဆိုတာ ကျွန်ုပ်တို့ အခိုင်အမာ ယုံကြည်ပါတယ် ။,Positive
683,ထို ဆွေးနွေးမှုများ မှ ဒီမိုကရေစီ ဖက်ဒရယ် ပြည်ထောင်စု တည်ဆောက် နိုင်ရေးအတွက် အခြေခံ မူဝါဒများ ထွက်ပေါ်လာ မယ် ။,Positive
684,လွတ်လပ်ရေး အတွက် ကြိုးပမ်းမှု တွင် တက်ကြွစွာ ပါဝင်ခဲ့ ကြ သော တိုင်းရင်းသား ညီအစ်ကို မောင်နှမ များ ကို တိုက်တွန်း ချင်ပါတယ် ။,Positive
685,ကျွန်ုပ်တို့ ငြိမ်းချမ်းရေး ခရီးလမ်း ကို သတ္တိ ရှိ ရှိ နှင့် အမြော်အမြင် ပြည့်ပြည့်၀၀ နဲ့ လျှောက်လှမ်းကြမယ် ။,Positive
686,မိမိတို့ ခေတ် အတွက် သာမက အနာဂတ် မှာ ပါ ပြည်နယ် ခေတ်မီ တိုးတက် သာယာ လှပ စေရေး အတွက် ပါ ကြိုးပမ်း တည်ဆောက် သွားကြ ပါ လို့ တိုက်တွန်း နှိုးဆော် ရင်း သဝဏ်လွှာ ပေးပို့ လိုက်ပါတယ် ။,Positive
687,ထိုသို့ ဆောင်ရွက် ရာ၌ ပြည်သူ့ ဘဏ္ဍာငွေ ကို နိုင်ငံတော် က စနစ်တကျ ဖြင့် ကျခံ သုံးစွဲ လျက်ရှိပါသည်။,Positive
688,မြန်မာနိုင်ငံ၏ ငြိမ်းချမ်းရေး ဖြစ်စဉ် သည် ပြည်ထောင်စု တိုင်းရင်းသား မြန်မာနိုင်ငံသား အားလုံး နှင့်သက်ဆိုင်သည် ။,Positive
689,ဇန်နဝါရီလ ( ၁၀ ) ရက်နေ့မှာ ကျရောက် တဲ့ (၆၉) နှစ် မြောက် ကချင်ပြည်နယ် နေ့ ဖြစ်တဲ့ ဒီ နေ့ထူးနေ့မြတ် အခါသမယ မှာ ကချင်ပြည်နယ်အတွင်း မှီတင်း နေထိုင် လျက် ရှိ ကြတဲ့ တိုင်းရင်းသား ညီအစ်ကို မောင်နှမ ပြည်ထောင်စုသား အားလုံး ကောင်းကျိုး ချမ်းသာ မင်္ဂလာ အပေါင်း နဲ့ ပြည့်စုံ ကြပါစေ ကြောင်း ဆုမွန်ကောင်း တောင်းပြီး နှုတ်ခွန်း ဆက်သအပ်ပါတယ် ။,Positive
690,လွတ်လပ်ရေး ရရှိ ပြီး ၊ ၁၉၄၈ ခုနှစ် ဇန်နဝါရီလ ( ၁၀ ) ရက်နေ့မှာ ကချင်ပြည်နယ် ကောင်စီ ညီလာခံ ရဲ့ ပထမဆုံး အစည်းအဝေး ကျင်းပခဲ့တယ် ။,Positive
691,ကချင်ပြည်နယ် ကောင်စီ အစည်းအဝေး က ကချင်ပြည်နယ် အစိုးရအဖွဲ့ ဖွဲ့စည်းခဲ့ ခြင်း ကို ဂုဏ်ပြု တဲ့ အနေနဲ့ ဇန်နဝါရီလ ( ၁၀ ) ရက်နေ့ ကို '' ကချင်ပြည်နယ် နေ့'' အဖြစ် သတ်မှတ် ပြဌာန်းခဲ့တယ် ။နှစ်စဉ် ကျင်းပခဲ့ တာ ဒီနေ့ မှာ ဆိုရင် (၆၉) နှစ် မြောက် ခဲ့ပြီ ဖြစ်ပါတယ်။ ကချင်ပြည်နယ် မှာ ခရိုင် (၄) ခရိုင် မြို့နယ် (၁၈) မြို့နယ် မြို့ ( ၃၀ ) မြို့ ပါဝင်သည် ။ဂျိန်းဖော့ ရဝမ် လီဆူ လာချိတ် လော်ဝေါ် နှင့် ဇိုင်ဝါး စတဲ့ ကချင် မျိုးနွယ်စု များ နေထိုင်သော ပြည်နယ် တစ်ခု လည်း ဖြစ်သည်။ တိုင်း လေး တိုင်း လိုင် တိုင်း လုံ တိုင်း ဆာ တိုင်း ခန္တီး စတဲ့ ရှမ်း မျိုးနွယ်စု များ နေထိုင်သော ပြည်နယ် တစ်ခု လည်း ဖြစ်သည် ။ဗမာ တိုင်းရင်းသား မျိုးနွယ်စု များ အပြင် အခြား တိုင်းရင်းသား မျိုးနွယ်စု အပါအဝင် လူဦးရေ စုစုပေါင်း (၁၆) သိန်း ကျော် သော တိုင်းရင်းသား လူမျိုးများ အတူတကွ ချစ်ကြည် ရင်းနှီး စွာ စုပေါင်း နေထိုင် ကြတဲ့ ပြည်နယ် တစ်ခု လည်း ဖြစ်ပါတယ်။ ကချင်ပြည်နယ် ဟာ ေရွှ နှင့် ကျောက်စိမ်း စတဲ့ အဖိုးတန် သယံဇာတ တွေ ပေါများ ကြွယ်ဝ သည် ။အရှေ့တောင်အာရှ ဒေသ ရဲ့ တစ်ခုတည်းသော နှင်းဖုံး တောင်တန်း တွေရှိတယ် ။,Positive
692,ပြီးတော့ အလွန် သာယာ လှပ တဲ့ သဘာဝပတ်ဝန်းကျင် တွေ လည်း ရှိတယ်။,Positive
693,ဒါ့အပြင် မြန်မာနိုင်ငံ ရဲ့ အသက် သွေးကြော လို့ ဆို နိုင်တဲ့ ဧရာဝတီမြစ် ကြီး စတင် မြစ်ဖျားခံ ရာ ဒေသ တစ်ခု လည်း ဖြစ်ပါတယ်။,Positive
694,ဒီလို သတ္တု နှင့် သယံဇာတ တွေ ပေါများ ကြွယ်ဝ တဲ့ ကချင်ပြည်နယ် ဟာ သဘာဝ အလှအပ တွေ ကိုလည်း မခံစား နိုင် သယံဇာတ တွေ ကိုလည်း ဖွံ့ဖြိုးရေး လုပ်ငန်းတွေ မှာ ထိထိရောက်ရောက် မသုံ: နိုင်ဘဲ ဖြစ်နေရပါတယ် ။,Positive
695,ကချင်ပြည်နယ် တစ်ခုလုံး ဖွံ့ဖြိုးတိုးတက်ရေး ဆောင်ရွက် ရာမှာ လည်း ငြိမ်းချမ်းရေး နှင့် တည်ငြိမ်မှု ရှိမှသာ သက်ဆိုင်ရာ နယ်မြေ အားလုံး နှင့် ကဏ္ဍ အသီးသီး ဟန်ချက်ညီညီ ဖွံ့ဖြိုးတိုးတက် လာမှာလည်း ဖြစ်ပါတယ်။,Positive
696,ကချင်ပြည်နယ်အတွင်း နေထိုင် ကြတဲ့ တိုင်းရင်းသား ပြည်သူအပေါင်း တို့ ဟာ ငြိမ်းချမ်းရေး ရဲ့ အရသာ ကို သိရှိခဲ့ ပြီးပါပြီ ။,Positive
697,ယခုအခါ မှာ လည်း ငြိမ်းချမ်းရေး ကို အလွန် တောင့်တလျက် ရှိကြသည် ။,Positive
